scrape_date,scrape_time,strain_name,strain_type,website,strain_highlights,num_ratings,avg_rating,num_of_review,flavor_one,flavor_two,flavor_three,effect_one,effect_one_score,effect_two,effect_two_score,effect_three,effect_three_score,effect_four,effect_four_score,effect_five,effect_five_score,medical_one,medical_one_score,medical_two,medical_two_score,medical_three,medical_three_score,medical_four,medical_four_score,medical_five,medical_five_score,ailment_one,ailment_two,ailment_three,ailment_four,ailment_five,negative_one,negative_one_score,negative_two,negative_two_score,negative_three,negative_three_score,negative_four,negative_four_score,negative_five,negative_five_score,most_popular_one,most_popular_two,most_popular_three,most_popular_four,most_popular_five,most_popular_six,most_popular_seven,most_popular_eight,most_popular_nine,most_popular_ten
05/04/2014,17:30:28,Pot of Gold,Indica,http://www.leafly.com/indica/pot-of-gold,"Pot of Gold comes from Flying Dutchmen Seed Company and won 2nd prize at the 2003 Cannabis Cup.  Usually very sticky and hard to break up by hand, definitely use a grinder for this variety.",63,4.3,47,Berry,Sweet,Blueberry,Euphoric,58.9,Happy,74.4,Hungry,52.8,Sleepy,39.3,Uplifted,55.0,Depression,24.4,Insomnia,26.6,Lack of Appetite,22.2,Pain,47.1,Stress,61.6,Anxiety,Anorexia,Fibromyalgia,PTSD,Spinal Cord Injury,Dizzy,3.8,Dry Mouth,36.2,Dry Eyes,32.5,Headache,13.0,Paranoid,3.3,"Colorado Springs, CO","Durango, CO","Irvine, CA","Los Angeles, CA","Portland, OR","San Francisco, CA","San Jose, CA","Shoreline, WA","Superior, AZ",
05/04/2014,17:30:28,Platinum Purple Kush,Indica,http://www.leafly.com/indica/platinum-purple-kush,"Platinum Purple Kush is a great nighttime cannabis strain. If you suffer from insomnia or would like to wind down after a busy workday, this strain may be a good one to try. Unlike some other indicas, Platinum Purple Kush provides deep muscle relaxation while also allowing you to focus. Though this strain produces an almost sativa-like euphoria, you may still find yourself stuck on the couch. In true Purple Kush fashion, Platinum Purple Kush features a strong musky grape aroma.",33,3.7,23,Berry,Grape,Earthy,Euphoric,75.1,Happy,51.9,Hungry,51.4,Relaxed,73.2,Sleepy,44.8,Headaches,25.0,Insomnia,39.3,Muscle Spasms,32.1,Pain,42.1,Stress,41.3,Migraines,Anorexia,Arthritis,Cancer,Spinal Cord Injury,Dizzy,1.7,Dry Mouth,13.0,Dry Eyes,3.3,Paranoid,0.8,,,"Los Angeles, CA","Seattle, WA",,,,,,,,
05/04/2014,17:30:28,Pluto Kush,Indica,http://www.leafly.com/indica/pluto-kush,"Pluto may no longer be a planet, but that doesn’t debase the cosmic makeup of this charming indica. Debilitating sedation, commonly lamented by indica connoisseurs, is not a matter of contention for Pluto Kush, which thrives at providing instant physical relief while maintaining steady cerebral stimulation. The fluffy, soft flowers emanate a pungent aroma indicative of the strong, pleasant medicinal effects it administers.",10,3.9,6,,,,Creative,100.0,Euphoric,84.3,Focused,47.7,Relaxed,78.4,Uplifted,78.4,Depression,25.0,Insomnia,35.0,Nausea,5.0,Pain,35.0,Stress,40.8,Anxiety,Migraines,,,,Dry Eyes,30.0,Dry Mouth,27.5,,,,,,,"Los Angeles, CA",,,,,,,,,
05/04/2014,17:30:30,Pre-98 Bubba Kush,Indica,http://www.leafly.com/indica/pre-98-bubba-kush,"Born in the days of grunge, The Spice Girls, and Y2K, Pre-98 Bubba Kush is a blast from the past. This strain provides consumers with a consistent indica-heavy body sensation, making it a favorite for more than a decade. Pre-98 Bubba Kush is great for those looking for pain relief without feeling overwhelmed or incapacitated. Flowering at around 10 weeks, P-98 features a pungent, musky scent and coffee-like taste. This oldie but goodie might be just the thing when you’re looking to relax and unwind at the end of a long day.",80,4,60,Earthy,Coffee,Pine,Euphoric,69.2,Happy,77.7,Hungry,37.5,Relaxed,91.8,Sleepy,73.7,Inflammation,23.2,Insomnia,62.5,Lack of Appetite,20.7,Pain,87.6,Stress,48.6,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,Arthritis,Dizzy,7.5,Dry Mouth,31.8,Dry Eyes,15.3,Headache,3.4,Paranoid,5.0,"Los Angeles, CA","Portland, OR","Denver, CO","Seattle, WA","Colorado Springs, CO","Phoenix, AZ","Corona, CA","Detroit, MI","Durango, CO","Fairfield, CA"
05/04/2014,17:30:30,Presidential OG,Indica,http://www.leafly.com/indica/presidential-og,"Presidential OG is a Kush variety strain, primarily indica and has a balanced cerebral and body high. This strain definitely knows how to get your attention with its intense citrus-pine smell. As far as taste goes, it maintains the pine flavor and heads into more earthy terrain. Almost purely indica, this strain hits hard and fast with a sedative, indica effect that make this a popular choice for those dealing with insomnia or stress. Presidential OG plants can grow indoors or out in dry climates and should yield large, dense buds in 8-9 weeks.",23,4.4,17,Skunk,Earthy,Pungent,Euphoric,75.1,Happy,53.8,Relaxed,66.1,Sleepy,98.8,Uplifted,52.1,Depression,33.3,Insomnia,78.6,Lack of Appetite,29.0,Pain,49.3,Stress,100.0,Anxiety,ADD/ADHD,Migraines,Asthma,Bipolar Disorder,Dry Mouth,50.3,Dry Eyes,36.7,Headache,7.7,Paranoid,12.2,,,"Los Angeles, CA","Santa Ana, CA","Anaheim, CA","Costa Mesa, CA","Denver, CO","San Diego, CA","Spokane, WA","Vancouver, BC",,
05/04/2014,17:30:31,Pure Afghan,Indica,http://www.leafly.com/indica/pure-afghan,"The Pure Afghan is an exclusive landrace from the
Mazari Sharif region of Afghanistan. This is one of the only DNA Genetics strains that is bred
outside of Holland and are from a fresh seed stock. A rare and rewarding high for the proud cannabis connoisseur.",11,4.6,5,Earthy,Pine,Flowery,Creative,69.2,Focused,83.3,Relaxed,66.7,Sleepy,52.5,Uplifted,66.7,Depression,66.7,Headaches,50.0,Insomnia,69.2,Pain,74.2,Stress,74.2,Anxiety,ADD/ADHD,Arthritis,Migraines,,Dizzy,16.7,Dry Mouth,35.8,Dry Eyes,33.3,,,,,,,,,,,,,,
05/04/2014,17:30:31,Pure Kush,Indica,http://www.leafly.com/indica/pure-kush,"Clear your schedule because Pure Kush is one potent indica. A longtime favorite of pain sufferers, this strain will leave you feeling heavily sedated. Pure Kush’s strength begins with its signature “kush” aroma that is extremely pungent and skunky. Upon first taste, it may have slightly sativa-like effects and create a pleasant pressure in the head and face. These head-heavy sensations are complemented by a relaxing body feeling that gives Pure Kush its reputation of one of the most powerful medical strains.",98,3.9,83,Citrus,Pine,Earthy,Euphoric,98.5,Happy,75.2,Hungry,56.0,Relaxed,88.5,Sleepy,69.2,Fatigue,46.4,Insomnia,48.7,Muscle Spasms,66.8,Pain,95.8,Stress,99.4,Multiple Sclerosis,Anxiety,PMS,Migraines,ADD/ADHD,Dizzy,2.3,Dry Mouth,60.6,Dry Eyes,36.5,Headache,2.0,Paranoid,17.7,"Los Angeles, CA","Seattle, WA","San Diego, CA","Bend, OR","Boulder, CO","Concord, CA","Denver, CO","Everett, WA","Hazel Park, MI","Sacramento, CA"
05/04/2014,17:30:32,Pure OG,Indica,http://www.leafly.com/indica/pure-og,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",21,3.5,15,Earthy,Mango,Cheese,Creative,45.8,Euphoric,61.1,Giggly,44.4,Happy,80.6,Uplifted,69.4,Eye Pressure,33.3,Headaches,33.3,Insomnia,18.1,Pain,18.1,Stress,20.8,PMS,ADD/ADHD,Arthritis,Bipolar Disorder,Hypertension,Dizzy,4.2,Dry Mouth,29.2,Dry Eyes,19.4,Headache,9.7,Paranoid,5.6,"Las Vegas, NV","Los Angeles, CA","North Palm Springs, CA","Santa Ana, CA","Van Ness, CA","Victorville, CA",,,,
05/04/2014,17:30:33,Purple Afghani,Indica,http://www.leafly.com/indica/purple-afghani,A strong plant that is easy to grow. This Afghani is a mostly Indica inbred to produce thick and heavy buds. This variety has dark green leaves and calyxes that turn purple at flowering. Medium-high leaf to flower ratio with a subtle aroma and a very good high.,21,4,13,Earthy,Pungent,Sage,Creative,77.9,Happy,48.5,Relaxed,61.1,Sleepy,51.9,Uplifted,53.4,Eye Pressure,25.0,Headaches,30.6,Nausea,60.1,Pain,63.5,Stress,44.1,Anxiety,Phantom Limb Pain,Migraines,,,Dizzy,6.7,Dry Mouth,54.0,Dry Eyes,21.2,Headache,9.0,Paranoid,3.4,"Arlington, WA","Chico, CA","Denver, CO","Los Angeles, CA","Mercer Island, WA","Mount Vernon, WA","Seattle, WA","Twin Bridges, CA",,
05/04/2014,17:30:34,Purple Berry,Indica,http://www.leafly.com/indica/purple-berry,"Purple Berry is an indica-dominant strain that is a cross of Grandaddy Purple and Blueberry. It stays true to its colorful lineage and produces dense green flowers that are streaked with purples and blues, and sometimes pinks and oranges. Purple Berry gives off a sweet smell with just a hint of nuttiness; the taste follows suit with an overwhelmingly Blueberry flavor. This is a heavy indica for sure, but many users report that it is less sedative and allows for some mental alertness while providing a strong body buzz.",12,4,10,Blueberry,Pungent,Sweet,Creative,25.0,Euphoric,63.9,Relaxed,41.7,Sleepy,75.0,Tingly,22.2,Depression,19.4,Insomnia,83.3,Nausea,25.0,Pain,75.0,Stress,38.9,Anxiety,Migraines,ADD/ADHD,Asthma,PTSD,Dizzy,33.3,Dry Mouth,61.1,Dry Eyes,50.0,,,,,"Arcadia, CA","Encinitas, CA","Portland, OR","Vallejo, CA","Visalia, CA",,,,,
05/04/2014,17:30:34,Purple Buddha,Indica,http://www.leafly.com/indica/purple-buddha,Purple Buddha is a cross between The Purps and Blue Buddha.  Combines grape flavors of the Purps with the creamy berry tastes of Blue Buddha.,11,4.2,5,Berry,Grape,Sweet,Euphoric,100.0,Happy,76.7,Hungry,73.3,Relaxed,73.3,Sleepy,60.0,Depression,39.3,Insomnia,59.0,Lack of Appetite,72.1,Nausea,73.8,Stress,100.0,ADD/ADHD,Bipolar Disorder,Anxiety,,,Dizzy,4.5,Dry Mouth,31.8,Dry Eyes,11.4,Headache,2.3,Paranoid,25.0,"Jackson, MI",,,,,,,,,
05/04/2014,17:30:35,Purple Candy,Indica,http://www.leafly.com/indica/purple-candy,"Purple Candy is one of those indica-dominant crosses that’s good all around, especially for those who need strong relaxing medication. This British Columbian strain is commonly thought to be a cross of BC Sweet Tooth and Mendocino Purps, and its large flowers with rich purple coloring and amber hairs support the purple genetics. Purple Candy’s frosty buds will leave your hands sticky, much like normal candy, but instead of a sugar rush it will provide some happy sativa effects. The sensation will settle into a full body buzz that may leave you lazy and ready for bed. Sugary-sweet in scent and taste, Purple Candy will have you thinking of your favorite grape-flavored treat.",15,4.2,14,Grape,Honey,Rose,Euphoric,51.7,Happy,93.3,Hungry,38.3,Relaxed,50.0,Uplifted,61.7,Depression,36.7,Fatigue,33.3,Headaches,50.0,Insomnia,55.0,Stress,76.7,Anxiety,Migraines,,,,Dizzy,1.7,Dry Mouth,55.0,Dry Eyes,20.0,Headache,10.0,Paranoid,1.7,"Armstrong, BC","Berkeley, CA","Cotati, CA","Huntington Beach, CA","North Las Vegas, NV","Rancho Cucamonga, CA","San Jose, CA","Tempe, AZ","Vancouver, BC",
05/04/2014,17:30:35,Purple Cream,Indica,http://www.leafly.com/indica/purple-cream,"Purple Cream has been a favorite of anxiety sufferers for over a decade. Great for nighttime use, this indica is mellow and calming. Purple Cream produces a moderate body-heavy sensation, relaxing your muscles and easing stress. The effects of this strain are quite sedative and can last around two hours. Like other purples, Purple Cream’s aroma is sweet, floral, and earthy.",31,4.4,18,Berry,Earthy,Pungent,Happy,73.9,Hungry,100.0,Relaxed,83.0,Sleepy,69.8,Talkative,88.1,Cramps,66.7,Depression,70.7,Nausea,39.5,Pain,83.9,Stress,89.9,Anxiety,Migraines,PMS,PTSD,Bipolar Disorder,Anxious,33.3,Dizzy,6.3,Dry Eyes,48.7,Dry Mouth,19.5,Paranoid,39.5,"San Francisco, CA","Vallejo, CA",,,,,,,,
05/04/2014,17:30:36,Purple Dragon,Indica,http://www.leafly.com/indica/purple-dragon,"Purple Dragon is not your average indica. This cross between Purple Urkle and Blue Dragon is more stimulating than other indicas, providing users with a cerebral and energizing experience upon first taste. While initially uplifting, Purple Dragon shows its full range of effects over time. Relaxing muscles and relieving pain, this strain provides a gentle and effective body buzz. Purple Dragon’s unique effects are complemented by its smooth aroma. Like other purples, this strain features a musky scent and floral taste. Purple Dragon is a must-try strain for those looking for a truly different cannabis experience",32,3.7,25,Sweet,Woody,Earthy,Euphoric,67.4,Happy,69.6,Hungry,67.9,Relaxed,82.1,Sleepy,97.4,Depression,44.1,Insomnia,33.8,Nausea,33.7,Pain,68.2,Stress,48.8,Anxiety,Asthma,Migraines,PMS,Arthritis,Dizzy,6.1,Dry Mouth,37.8,Dry Eyes,16.3,Headache,4.2,Paranoid,5.1,"Berkeley, CA","Denver, CO","Everett, WA","Lynnwood, WA","Palmer Lake, CO","Riverside, CA","San Jose, CA","San Jos, CA","Vallejo, CA",
05/04/2014,17:30:37,Purple Goo,Indica,http://www.leafly.com/indica/purple-goo,"If you’re looking to kick back and unwind after a long day, Purple Goo is there to give you a hand. This indica is pure relaxation with a euphoric twist. Providing users with a moderate-strong heavy body sensation and a sense of spiritual uplift, Purple Goo is a great nighttime strain and works well for users who suffer from pain, stress, and depression. This is a sweet-tasting strain and has a piney, floral smell.",34,4.5,23,Grape,Berry,Sweet,Euphoric,74.6,Happy,71.9,Relaxed,68.3,Sleepy,73.7,Tingly,49.6,Depression,55.2,Insomnia,57.0,Lack of Appetite,33.3,Pain,83.7,Stress,59.8,Anxiety,Migraines,ADD/ADHD,Arthritis,Hypertension,Dizzy,4.6,Dry Mouth,31.1,Dry Eyes,30.2,Headache,21.9,Paranoid,10.2,"Denver, CO","Elk Grove, CA","Fairfield, CA","Olympia, WA","Superior, AZ","Tempe, AZ","Walnut Creek, CA",,,
05/04/2014,17:30:37,Purple Kush,Indica,http://www.leafly.com/indica/purple-kush,"
					
						Highlights
						
							Sponsored By 
								
						
					
					This 100% indica emerged from the Oakland (or âOaksterdamâ) area of California as the result of a cross between Hindu Kush and Purple Afghani. Plants flower in 8 weeks indoors and out, making this a versatile choice for growers. Purple Kush will grow wide rather than tall, and the dark green buds will remain dense and not overly large. This all indica girl is known for her long lasting high that starts strong as well as her berry aroma.
					
					
				",661,4.1,446,Earthy,Sweet,Pungent,Euphoric,70.2,Happy,73.6,Hungry,55.7,Relaxed,68.2,Sleepy,61.2,Depression,29.5,Fatigue,17.0,Insomnia,49.2,Pain,53.4,Stress,61.9,Anxiety,ADD/ADHD,Migraines,PMS,Arthritis,Dizzy,12.5,Dry Mouth,50.2,Dry Eyes,37.0,Headache,5.5,Paranoid,12.3,"Denver, CO","Seattle, WA","Los Angeles, CA","Vancouver, BC","Portland, OR","San Jose, CA","Arlington, WA","Bellingham, WA","Colorado Springs, CO","Huntington Beach, CA"
05/04/2014,17:30:37,Purple Mr. Nice,Indica,http://www.leafly.com/indica/purple-mr-nice,Granddaddy Purple crossed with Mr. Nice.  This strain captures the purple color of GDP and the smell and taste of Mr. Nice.  A very powerful indica that has a high probability of fuzzy couch-lock.,68,4.1,41,Diesel,Earthy,Pungent,Euphoric,73.4,Happy,93.5,Relaxed,90.2,Sleepy,63.7,Uplifted,48.9,Depression,33.5,Insomnia,60.7,Nausea,16.8,Pain,48.8,Stress,57.1,Anxiety,ADD/ADHD,Crohn's Disease,Fibromyalgia,Spinal Cord Injury,Dizzy,6.4,Dry Mouth,33.7,Dry Eyes,26.4,Headache,5.6,Paranoid,5.6,"Everett, WA","Mesa, AZ","San Francisco, CA","Santa Ana, CA","Seattle, WA","Springfield, OR",,,,
05/04/2014,17:30:38,Purple Nepal,Indica,http://www.leafly.com/indica/purple-nepal,"Purple Nepal is a cross between an original Nepalese strain and Lemon Thai. A happy, medium-level indica, this strain will not leave you stuck on the couch but is best used when you are looking to unwind at the end of the day. Sweet and flowery, Purple Nepal has a mellow, earthy grape taste that complements its almost completely purple leaves. This strain is easy to cultivate and typically flowers between 8 and 9 weeks. While it may be grown outdoors with some difficulty, it typically grows best and produces high yields when grown indoors.",23,4,19,Cheese,Flowery,Berry,Aroused,29.7,Happy,52.6,Hungry,97.9,Relaxed,59.3,Sleepy,100.0,Depression,59.4,Insomnia,79.3,Lack of Appetite,65.7,Pain,100.0,Stress,48.6,Anxiety,Bipolar Disorder,Phantom Limb Pain,Migraines,,Dizzy,36.3,Dry Mouth,37.9,Dry Eyes,29.2,Headache,26.3,Paranoid,12.6,"Denver, CO","Chula Vista, CA","San Jose, CA","Seattle, WA","Vallejo, CA",,,,,
05/04/2014,17:30:39,Purple OG Kush,Indica,http://www.leafly.com/indica/purple-og-kush,"Have some snacks ready before testing out this extremely potent indica. Providing users with both an intense head and body heavy sensation, Purple OG Kush is one of the more popular medical strains. With a thick aroma of musty berries and pine, the smell and taste of this strain are as strong as the effects themselves. Purple OG Kush may cause you to feel sleepy, cloudy, and unfocused, making this strain perfect for nighttime use. Both new and experienced users should use this strain cautiously, as a little goes a very long way.",57,4.2,41,Sweet,Berry,Grape,Creative,53.4,Euphoric,63.3,Hungry,57.8,Relaxed,68.1,Sleepy,55.8,Depression,33.4,Insomnia,36.6,Muscle Spasms,20.7,Pain,37.5,Stress,53.0,Anxiety,Migraines,ADD/ADHD,Bipolar Disorder,HIV/AIDS,Dizzy,8.0,Dry Eyes,48.4,Dry Mouth,47.7,Headache,6.1,Paranoid,6.8,"Seattle, WA","Ann Arbor, MI","Bend, OR","Chula Vista, CA","Concord, CA","Los Angeles, CA","Newport Beach, CA","Tempe, AZ","Victorville, CA",
05/04/2014,17:30:39,Purple Passion,Indica,http://www.leafly.com/indica/purple-passion,"Purple Passion is great for unleashing your creative side. Mild for an indica, this strain produces an intermediate body-heavy sensation. While Purple Passion is mostly indica, its sativa genetics create a well-balanced strain that is inspiring and introspective while still providing the physical calming sensation indicas are famous for. Gently relaxing rather than overwhelming, this strain is great for those looking for a little relief from stress and anxiety. Purple Passion’s taste is harsh but pleasant and smells like fruity candy. This strain typically matures in around 9 weeks and produces large, dense buds.",15,4.1,8,Pepper,Pungent,Sweet,Creative,47.3,Euphoric,79.1,Happy,66.8,Sleepy,41.4,Uplifted,44.1,Depression,45.0,Insomnia,33.6,Muscle Spasms,27.3,Pain,44.1,Stress,60.9,Anxiety,ADD/ADHD,Migraines,,,Dizzy,2.3,Dry Mouth,45.9,Dry Eyes,36.8,Headache,14.5,Paranoid,2.3,"Denver, CO","Tempe, AZ",,,,,,,,
05/04/2014,17:30:39,Purple Tonic,Indica,http://www.leafly.com/indica/purple-tonic,"
					
						Highlights
						
							Sponsored By 
								
						
					
					
					
					
				",3,3.5,2,Tree Fruit,,,Creative,88.9,Euphoric,100.0,Happy,100.0,Relaxed,88.9,Tingly,88.9,Insomnia,11.1,Pain,88.9,Stress,100.0,,,,,Anxiety,,,,,Dry Mouth,100.0,Dry Eyes,11.1,,,,,,,,,,,,,,,,
05/04/2014,17:30:40,Purple Urkle,Indica,http://www.leafly.com/indica/purple-urkle,"Purple Urkle has a complex flavor blend of skunk, berries, and grapes.  A heavy indica that is often too strong for some people.  Recommended for night time use, Urkle is long lasting and works great for insomnia sufferers.  ",297,4.1,220,Grape,Berry,Sweet,Euphoric,52.4,Happy,51.5,Hungry,51.4,Relaxed,83.2,Sleepy,91.3,Depression,39.4,Insomnia,66.8,Lack of Appetite,24.0,Pain,66.7,Stress,69.3,Anxiety,Migraines,ADD/ADHD,Gastrointestinal Disorder,PTSD,Dizzy,16.8,Dry Mouth,40.4,Dry Eyes,28.5,Headache,2.2,Paranoid,8.7,"Los Angeles, CA","Denver, CO","Seattle, WA","Portland, OR","Sacramento, CA","San Diego, CA","Irvine, CA","Riverside, CA","San Jose, CA","Santa Barbara, CA"
05/04/2014,17:30:40,Purple Wreck,Indica,http://www.leafly.com/indica/purple-wreck,"Purple Wreck is the offspring of two very popular strains, Purple Urkle and Trainwreck, and was created by Amsterdamâs DNA genetics. The cross sped up the growth time of the usually slow Urkle, and Purple Wreck plants can be expected to flower quickly in 8-9 weeks. The resulting buds are usually dense and plentiful, making this strain a favorite of growers. These flowers tend to smell both sweet and grassy and taste the same, with the sweet notes of the Purple Urkle dominating.",40,4.2,31,Sweet,Earthy,Grapefruit,Euphoric,88.5,Focused,55.6,Happy,69.8,Relaxed,100.0,Uplifted,81.0,Depression,53.8,Insomnia,49.1,Lack of Appetite,38.9,Pain,65.6,Stress,87.1,Anxiety,Migraines,Arthritis,Bipolar Disorder,Hypertension,Dizzy,7.0,Dry Mouth,33.9,Dry Eyes,18.8,Paranoid,2.3,,,"Denver, CO","Seattle, WA","Tacoma, WA","Bend, OR","Kent, WA","Los Angeles, CA","Portland, OR","Santa Ana, CA","Woodinville, WA",
05/04/2014,17:30:41,PVC OG,Indica,http://www.leafly.com/indica/pvc-og,"PVC OG is a proprietary strain introduced by Positive Vibrations Collective in Long Beach, California. This strain was developed to provide focus for times when patients need to medicate without compromising productivity. It can also help to calm anxious thoughts and clear a busy mind.",1,4.5,2,,,,Dry Mouth,94.1,Energetic,94.1,Focused,100.0,Giggly,94.1,Tingly,100.0,Muscle Spasms,6.3,Pain,6.3,Stress,6.3,,,,,Anxiety,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2014,17:30:41,Raspberry Kush,Indica,http://www.leafly.com/indica/raspberry-kush,"Raspberry Kush is a great-tasting indica strain whose raspberries and cream aroma keeps patients coming back for more. This strain will lead to a bit of a body melt, but it can be surprisingly upbeat for an indica. It may leave newer patients feeling pretty lazy, but many find this kush to be a creative flower, making it great for music, art or talking with friends. Its genetics are unknown, but it is possibly the lovechild of Raspberry Cough and Cheese.",83,3.9,62,Berry,Sweet,Mint,Euphoric,64.3,Focused,47.8,Happy,47.0,Relaxed,60.0,Uplifted,43.6,Depression,34.0,Fatigue,31.5,Insomnia,42.3,Pain,74.0,Stress,62.9,Anxiety,Migraines,Arthritis,PTSD,Bipolar Disorder,Anxious,6.3,Dry Mouth,27.2,Dry Eyes,22.8,Headache,3.4,Paranoid,9.2,"Portland, OR","Tacoma, WA","Salem, OR","Boring, OR","Clackamas, OR","Denver, CO","Glendale, AZ","Kent, WA","Las Vegas, NV","San Jos, CA"
05/04/2014,17:30:42,Red Dwarf,Indica,http://www.leafly.com/indica/red-dwarf,"Red Dwarf is a rarer strain of cannabis that is an autoflowering plant. This trait comes from its cannabis ruderalis genetics, which is a third variety of the plant that’s usually not bred due to its lower THC content. The wonders of selective breeding from Buddha Seeds have resulted in seeds that grow to adulthood in an incredibly short 6 weeks. This strain’s squat, small plants are easy to grow in smaller spaces, making it a popular choice for growers who want something simple and fast. Indica-dominant, Red Dwarf will eventually make you sleepy, but not without some relaxed euphoria first.",13,4.5,7,Skunk,,,Euphoric,57.9,Happy,56.1,Hungry,100.0,Relaxed,98.2,Sleepy,84.2,Depression,28.6,Headaches,25.0,Lack of Appetite,25.0,Nausea,55.4,Pain,41.1,Anxiety,Anorexia,Arthritis,Cachexia,Migraines,Dizzy,5.4,Dry Mouth,12.5,Dry Eyes,8.9,Headache,3.6,Paranoid,1.8,,,,,,,,,,
05/04/2014,17:30:42,Red Eye OG,Indica,http://www.leafly.com/indica/red-eye-og,Red Eye OG is an indica strain that competed in the 2014 L.A. Cannabis Cup.,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/04/2014,17:30:42,Redwood Kush,Indica,http://www.leafly.com/indica/redwood-kush,"Consuming this strain is like taking a long walk through the forests of its namesake. Relaxing and blissful, Redwood Kush provides consumers with a feeling of peace and ease. Taking after the earthy Northern California environment, this strain features a pine-like, herbal scent. Best for nighttime use, Redwood Kush has sedative, tingly body effects. Don’t expect to get much done after using this indica, as most consumers feel spacey and are unable to focus or get work done. ",43,3.9,38,Pine,Woody,Earthy,Creative,47.3,Euphoric,76.8,Happy,89.3,Relaxed,78.6,Uplifted,60.7,Depression,52.7,Insomnia,43.8,Muscle Spasms,29.5,Pain,64.3,Stress,66.1,Anxiety,Arthritis,ADD/ADHD,Bipolar Disorder,PMS,Dizzy,8.9,Dry Mouth,86.6,Dry Eyes,64.3,Headache,15.2,Paranoid,1.8,"Phoenix, AZ","Denver, CO","El Mirage, AZ","Fountain Hills, AZ","San Diego, CA","San Jose, CA","Superior, AZ","Tempe, AZ",,
05/04/2014,17:30:43,Remedy,Indica,http://www.leafly.com/indica/remedy,"Remedy, a cross between Cannatonic and Afghan Skunk, is a high-CBD strain that induces little to no psychoactive effects. Remedy can reach CBD levels as high as 15% while THC is found in only trace amounts of less than 1%. Yellow-tinted buds hide under a sheath of crystal trichomes and carry a lemon-pine scent. Upon inhaling the sweet, floral notes of Remedy, the consumer is lifted into a state of mellow relaxation that differs greatly from the jarring experience induced by high THC strains. Patients looking to medicate without the pronounced head and body effects may turn to Remedy to treat seizures, pain, autism, inflammation, and anxiety disorders. Growers hoping to cultivate this highly medicinal strain should allow a 6 to 8 week flowering time in indoor gardens.",1,5,1,Earthy,Woody,,Focused,50.0,Relaxed,50.0,Sleepy,50.0,Tingly,50.0,,,Headaches,50.0,Stress,50.0,,,,,,,Anxiety,Migraines,,,,,,,,,,,,,,"Seattle, WA",,,,,,,,,
05/04/2014,17:30:43,Rockstar,Indica,http://www.leafly.com/indica/rockstar,"Rockstar, a cross between Rock Bud and Sensi Star, is a potent indica-dominant hybrid that delivers strong effects without debilitating sedation. With aromatic notes of spice and grape, Rockstar is a favorite medicine for headaches, pain, and sleep disorders. Its powerful body and cerebral effects make Rockstar popular among growers, who typically harvest their outdoor plants in mid-October. For those who prefer indoor gardens, Rockstar grows best using the “sea of green” method with a 56 to 63 day flowering time.",16,4.5,10,Earthy,Chemical,Citrus,Euphoric,99.0,Happy,100.0,Relaxed,87.5,Sleepy,56.3,Uplifted,77.1,Depression,44.3,Insomnia,59.1,Muscle Spasms,37.5,Pain,61.4,Stress,100.0,Anxiety,Migraines,Gastrointestinal Disorder,Multiple Sclerosis,PMS,Dizzy,6.3,Dry Eyes,60.0,Dry Mouth,45.0,Paranoid,6.3,,,"Vancouver, BC","Abbotsford, BC","Barrie, ON","Brantford, ON","Calgary, AB","Edmonton, AB","Greater Sudbury, ON","Guelph, ON","Halifax, NS","Hamilton, ON"
05/04/2014,17:30:44,Romulan,Indica,http://www.leafly.com/indica/romulan,"Romulan, named after the alien Star Trek race, is a powerful indica revered for its potent therapeutic qualities. Though mostly indica, Romulan growers insist sativa genetics have crept in over time, lending it intense cerebral effects. These squat, pine-scented plants produce dense frosty buds that have found their following among connoisseurs in B.C. and the Pacific Northwest. A deep, sedating relaxation makes Romulan a favorite strain for patients treating muscle spasms and nerve damage. Many hybridized variations of Romulan exist, but nearly all can promise a full body calm with heavily intoxicating properties.",245,3.9,174,Pine,Sweet,Earthy,Euphoric,67.5,Happy,61.7,Hungry,45.7,Relaxed,77.6,Sleepy,84.7,Depression,26.7,Insomnia,61.7,Nausea,23.9,Pain,58.5,Stress,53.4,Anxiety,Bipolar Disorder,Migraines,PMS,Gastrointestinal Disorder,Dizzy,5.8,Dry Mouth,43.1,Dry Eyes,32.2,Headache,4.9,Paranoid,7.7,"Portland, OR","Seattle, WA","Denver, CO","San Jose, CA","Colorado Springs, CO","Los Angeles, CA","Sacramento, CA","Salem, OR","San Diego, CA","Scottsdale, AZ"
